0,44
1,44
1,44
1,44
1,44
1,44
1,44
1,44
2,43
3,44
2,44
2,44
2,43
4,43
7,43
16,43
11,43
10,43
15,43
16,42
48,43
42,43
36,44
31,44
12,44
5,44
3,44
2,44
19,45
35,45
7,45
2,45
2,45
5,45
61,46
106,46
33,46
2,46
2,47
2,47
1,47
1,48
140,48
118,48
118,48
118,48
118,48
118,48
2,48
2,48
2,47
2,47
2,47
3,47
3,47
3,47
3,47
3,47
3,46
162,47
162,46
162,47
162,47
162,47
13,47
13,48
13,48
4,48
4,48
4,48
2,49
2,49
2,50
45,50
29,50
51,50
51,50
51,51
51,51
72,51
72,51
72,51
72,52
72,52
1,52
1,53
1,53
7,53
7,53
7,53
7,53
7,53
7,53
7,53
7,52
7,52
7,52
7,52
7,52
7,52
7,52
7,52
7,52
7,52
7,51
7,51
7,51
7,51
7,51
2,51
2,51
2,51
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
177,49
177,49
177,49
177,49
41,49
41,49
20,49
20,48
20,49
3,48
3,49
3,49
3,49
3,49
53,49
53,49
53,50
53,50
53,50
141,50
141,50
141,51
141,51
70,51
53,52
53,52
53,52
53,52
53,53
22,54
2,53
2,54
2,54
2,54
2,54
2,54
2,55
2,55
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,56
2,55
2,55
2,55
2,55
2,55
2,55
2,54
2,54
2,54
2,54
2,54
3,54
0,54
0,53
193,52
193,53
193,52
193,53
193,53
193,52
193,52
193,52
193,52
193,51
193,51
193,51
193,51
193,51
193,51
162,51
162,50
162,50
162,50
162,50
162,50
81,49
62,48
62,48
62,48
20,47
20,47
20,47
20,46
20,45
62,45
62,45
62,44
62,44
62,43
12,43
12,43
12,43
12,41
12,41
81,40
81,39
81,38
81,38
81,37
1,37
1,37
1,38
1,38
1,38
1,39
37,40
37,40
37,41
37,41
37,42
288,42
288,43
288,44
288,44
1,45
1,45
1,46
1,46
1,46
2,47
2,48
2,48
2,49
2,50
52,50
52,54
52,57
52,57
52,58
76,58
75,58
74,59
74,59
67,59
67,59
67,59
67,59
67,59
1,59
1,58
1,59
1,58
1,58
3,58
9,58
9,58
9,57
9,58
12,57
12,57
12,57
12,57
12,57
39,56
39,56
66,56
45,55
45,55
9,55
9,55
13,54
13,54
55,54
18,54
17,54
39,54
62,53
76,54
76,53
40,53
40,53
50,53
50,52
50,53
50,53
50,52
5,52
5,52
5,52
2,52
2,52
2,52
2,51
2,51
2,52
2,51
2,51
2,51
3,50
3,50
3,50
3,50
3,50
3,50
3,49
2,49
2,49
2,49
2,49
2,49
2,48
2,48
2,49
0,49
0,48
2,49
2,48
2,48
2,48
2,48
2,47
2,49
2,48
2,49
2,49
2,49
2,49
2,49
2,50
2,50
2,49
2,49
2,49
2,47
4,45
14,45
65,48
49,52
39,52
35,50
76,50
125,51
221,51
221,53
68,51
101,52
217,52
144,52
124,52
145,52
147,52
137,52
106,52
125,53
92,53
43,52
10,54
3,54
3,54
2,54
4,54
74,52
91,52
91,54
88,54
74,53
70,54
48,54
48,55
101,55
92,56
89,56
86,56
86,56
85,56
79,55
79,56
40,56
40,57
1,57
1,58
1,57
2,57
2,57
2,57
2,57
1,57
1,58
1,58
2,58
1,58
1,58
0,58
0,58
2,58
2,58
27,58
82,58
82,58
77,58
102,58
85,59
41,59
33,58
33,58
34,59
34,58
48,59
59,58
126,58
146,59
106,59
79,59
64,58
49,58
36,58
32,58
14,58
2,58
2,58
2,58
2,57
2,57
4,57
132,57
204,57
204,57
172,57
144,57
88,57
71,56
26,56
3,56
3,56
3,56
2,56
22,55
112,55
179,55
179,55
100,55
60,55
7,55
2,55
2,54
2,54
2,54
2,53
2,52
2,52
2,52
2,52
2,51
26,51
26,52
6,51
2,51
2,51
0,50
0,51
2,50
3,50
3,50
221,50
221,49
262,49
256,49
147,49
137,49
26,49
2,49
3,47
3,47
15,47
15,47
105,46
116,46
164,46
156,46
78,47
36,47
24,47
26,47
42,47
32,48
24,48
56,48
87,48
74,48
50,48
73,48
31,49
2,49
2,49
2,49
2,49
2,49
2,49
2,48
19,48
19,48
87,48
123,48
61,48
36,48
10,48
16,48
77,48
94,48
57,48
23,48
17,48
8,49
3,49
3,49
3,49
3,49
3,49
3,49
14,49
112,49
81,50
3,50
2,49
37,50
156,50
140,50
127,49
111,49
135,49
141,49
141,49
113,49
108,49
79,49
42,49
2,49
2,49
2,49
2,50
3,49
29,49
84,49
134,49
103,48
41,48
52,47
2,47
2,47
2,46
2,46
2,46
51,46
151,45
204,45
222,46
118,45
103,45
93,46
86,44
73,45
73,44
66,45
65,44
66,44
67,45
67,45
174,45
166,46
76,45
59,46
51,47
30,47
2,47
2,47
2,46
2,47
2,46
2,47
2,47
2,47
2,46
2,47
48,47
110,47
106,47
106,47
42,47
38,47
44,47
124,47
57,47
2,47
2,47
2,47
2,46
2,47
2,47
2,47
2,47
3,47
4,47
3,47
3,48
3,47
4,48
4,47
27,47
49,47
3,47
3,47
2,47
2,47
2,47
2,47
2,47
5,47
67,47
61,47
23,47
4,47
2,47
2,47
75,47
97,47
21,47
2,46
3,45
3,44
3,44
3,43
2,42
2,41
2,40
2,40
21,39
21,38
91,36
68,34
42,34
3,32
4,32
4,31
3,29
3,28
3,25
3,23
6,21
11,20
7,18
6,16
5,13
8,11
8,10
5,9
2,9
2,8
2,7
2,7
2,6
2,6
2,5
3,0
10,0
9,0
7,0
7,0
3,0
3,0
5,0
6,0
5,0
5,0
3,0
5,0
7,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
3,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
